iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million
USA,North America,United States,3/31/21,30577384,69410,64569.857,90388.12,205.179,190.871
USA,North America,United States,4/1/21,30654234,76850,65921.571,90615.292,227.172,194.867
USA,North America,United States,4/2/21,30728116,73882,65599.143,90833.69,218.399,193.914
USA,North America,United States,4/3/21,30792612,64496,65700.857,91024.343,190.653,194.215
USA,North America,United States,4/4/21,30830479,37867,64485.857,91136.28,111.937,190.623
USA,North America,United States,4/5/21,30898730,68251,64711.286,91338.033,201.753,191.289
USA,North America,United States,4/6/21,30962119,63389,64877.857,91525.414,187.381,191.782
USA,North America,United States,4/7/21,31037876,75757,65784.571,91749.355,223.941,194.462
USA,North America,United States,4/8/21,31117719,79843,66212.143,91985.374,236.019,195.726
USA,North America,United States,4/9/21,31202137,84418,67717.286,92234.918,249.543,200.175
USA,North America,United States,4/10/21,31272482,70345,68552.857,92442.861,207.943,202.645
USA,North America,United States,4/11/21,31319807,47325,69904,92582.755,139.895,206.639
USA,North America,United States,4/12/21,31383036,63229,69186.571,92769.663,186.908,204.519
USA,North America,United States,4/13/21,31463727,80691,71658.286,93008.189,238.526,211.825
USA,North America,United States,4/14/21,31538709,74982,71547.571,93229.84,221.65,211.498
USA,North America,United States,4/15/21,31612928,74219,70744.143,93449.234,219.395,209.123
USA,North America,United States,4/16/21,31695697,82769,70508.571,93693.903,244.669,208.427
USA,North America,United States,4/17/21,31751052,55355,68367.143,93857.535,163.632,202.096
USA,North America,United States,4/18/21,31794872,43820,67866.429,93987.069,129.534,200.616
USA,North America,United States,4/19/21,31854742,59870,67386.571,94164.047,176.978,199.198
USA,North America,United States,4/20/21,31917047,62305,64760,94348.224,184.176,191.433
USA,North America,United States,4/21/21,31981758,64711,63292.714,94539.512,191.289,187.096
USA,North America,United States,4/22/21,32047942,66184,62144.857,94735.155,195.643,183.703
USA,North America,United States,4/23/21,32110615,62673,59274,94920.419,185.264,175.217
USA,North America,United States,4/24/21,32164902,54287,59121.429,95080.894,160.475,174.766
USA,North America,United States,4/25/21,32199303,34401,57775.857,95182.585,101.691,170.788
USA,North America,United States,4/26/21,32242612,43309,55410,95310.608,128.023,163.794
USA,North America,United States,4/27/21,32294633,52021,53940.857,95464.385,153.776,159.452
USA,North America,United States,4/28/21,32350500,55867,52677.429,95629.53,165.145,155.717
USA,North America,United States,4/29/21,32408182,57682,51462.857,95800.041,170.511,152.127
USA,North America,United States,4/30/21,32465918,57736,50757.571,95970.711,170.67,150.042
USA,North America,United States,5/1/21,32514077,48159,49882.143,96113.071,142.36,147.454
USA,North America,United States,5/2/21,32544671,30594,49338.286,96203.508,90.437,145.846
USA,North America,United States,5/3/21,32590070,45399,49636.857,96337.71,134.201,146.729
USA,North America,United States,5/4/21,32632788,42718,48307.857,96463.986,126.276,142.8
USA,North America,United States,5/5/21,32678604,45816,46872,96599.42,135.434,138.556
USA,North America,United States,5/6/21,32724534,45930,45193.143,96735.191,135.771,133.593
USA,North America,United States,5/7/21,32772712,48178,43827.714,96877.608,142.416,129.557
USA,North America,United States,5/8/21,32807667,34955,41941.429,96980.936,103.329,123.981
USA,North America,United States,5/9/21,32830402,22735,40818.714,97048.142,67.206,120.662
USA,North America,United States,5/10/21,32863214,32812,39020.571,97145.136,96.994,115.347
USA,North America,United States,5/11/21,32898489,35275,37957.286,97249.41,104.274,112.203
USA,North America,United States,5/12/21,32934464,35975,36551.429,97355.754,106.344,108.048
USA,North America,United States,5/13/21,32972337,37873,35400.429,97467.708,111.954,104.645
USA,North America,United States,5/14/21,33013938,41601,34460.857,97590.683,122.974,101.868
USA,North America,United States,5/15/21,33044405,30467,33819.714,97680.745,90.062,99.973
USA,North America,United States,5/16/21,33062037,17632,33090.714,97732.866,52.121,97.818
USA,North America,United States,5/17/21,33087567,25530,32050.429,97808.333,75.468,94.743
USA,North America,United States,5/18/21,33116575,29008,31155.143,97894.082,85.749,92.096
USA,North America,United States,5/19/21,33145645,29070,30168.714,97980.015,85.932,89.18
USA,North America,United States,5/20/21,33175638,29993,29043,98068.675,88.661,85.852
USA,North America,United States,5/21/21,33204315,28677,27196.714,98153.446,84.77,80.395
USA,North America,United States,5/22/21,33225220,20905,25830.714,98215.242,61.796,76.357
USA,North America,United States,5/23/21,33239005,13785,25281.143,98255.991,40.749,74.732
USA,North America,United States,5/24/21,33261175,22170,24801.143,98321.526,65.536,73.313
USA,North America,United States,5/25/21,33284972,23797,24056.714,98391.871,70.345,71.113
USA,North America,United States,5/26/21,33309344,24372,23385.571,98463.916,72.045,69.129
USA,North America,United States,5/27/21,33335879,26535,22891.571,98542.355,78.439,67.669
USA,North America,United States,5/28/21,33357803,21924,21926.857,98607.163,64.808,64.817
USA,North America,United States,5/29/21,33370781,12978,20794.429,98645.527,38.364,61.469
USA,North America,United States,5/30/21,33377985,7204,19854.286,98666.822,21.295,58.69
USA,North America,United States,5/31/21,33384334,6349,17594.143,98685.59,18.768,52.009
USA,North America,United States,6/1/21,33405423,21089,17207.286,98747.93,62.34,50.866
USA,North America,United States,6/2/21,33422009,16586,16095,98796.959,49.029,47.578
USA,North America,United States,6/3/21,33439989,17980,14872.857,98850.109,53.15,43.965
USA,North America,United States,6/4/21,33457526,17537,14246.143,98901.949,51.84,42.112
USA,North America,United States,6/5/21,33472682,15156,14557.286,98946.751,44.802,43.032
USA,North America,United States,6/6/21,33478578,5896,14370.429,98964.179,17.429,42.48
USA,North America,United States,6/7/21,33492767,14189,15490.429,99006.123,41.943,45.79
USA,North America,United States,6/8/21,33505561,12794,14305.429,99043.942,37.82,42.287
USA,North America,United States,6/9/21,33523768,18207,14537,99097.763,53.821,42.972
USA,North America,United States,6/10/21,33538283,14515,14042,99140.67,42.907,41.509
USA,North America,United States,6/11/21,33562799,24516,15039,99213.14,72.47,44.456
USA,North America,United States,6/12/21,33571620,8821,14134,99239.216,26.075,41.781
USA,North America,United States,6/13/21,33576646,5026,14009.714,99254.073,14.857,41.413
USA,North America,United States,6/14/21,33588550,11904,13683.286,99289.262,35.189,40.448
USA,North America,United States,6/15/21,33599196,10646,13376.429,99320.732,31.47,39.541
USA,North America,United States,6/16/21,33610949,11753,12454.429,99355.474,34.742,36.816
USA,North America,United States,6/17/21,33622468,11519,12026.429,99389.525,34.051,35.551
USA,North America,United States,6/18/21,33643452,20984,11521.857,99451.554,62.03,34.059
USA,North America,United States,6/19/21,33652337,8885,11531,99477.819,26.264,34.086
USA,North America,United States,6/20/21,33657262,4925,11516.571,99492.377,14.559,34.044
USA,North America,United States,6/21/21,33667994,10732,11349.143,99524.102,31.724,33.549
USA,North America,United States,6/22/21,33678762,10768,11366.571,99555.932,31.831,33.6
USA,North America,United States,6/23/21,33691260,12498,11473,99592.877,36.945,33.915
USA,North America,United States,6/24/21,33705453,14193,11855,99634.832,41.955,35.044
USA,North America,United States,6/25/21,33729975,24522,12360.429,99707.32,72.488,36.538
USA,North America,United States,6/26/21,33739034,9059,12385.286,99734.099,26.779,36.611
USA,North America,United States,6/27/21,33743693,4659,12347.286,99747.871,13.772,36.499
USA,North America,United States,6/28/21,33757463,13770,12781.286,99788.576,40.705,37.782
USA,North America,United States,6/29/21,33764989,7526,12318.143,99810.823,22.247,36.413
USA,North America,United States,6/30/21,33780274,15285,12716.286,99856.006,45.183,37.59
USA,North America,United States,7/1/21,33795195,14921,12820.286,99900.113,44.107,37.897
USA,North America,United States,7/2/21,33824813,29618,13548.286,99987.666,87.552,40.049
USA,North America,United States,7/3/21,33830083,5270,13007,100003.244,15.578,38.449
USA,North America,United States,7/4/21,33834348,4265,12950.714,100015.851,12.608,38.283
USA,North America,United States,7/5/21,33843509,9161,12292.286,100042.932,27.08,36.337
USA,North America,United States,7/6/21,33866082,22573,14441.857,100109.659,66.727,42.691
USA,North America,United States,7/7/21,33886230,20148,15136.571,100169.217,59.558,44.744
USA,North America,United States,7/8/21,33907108,20878,15987.571,100230.933,61.716,47.26
USA,North America,United States,7/9/21,33954097,46989,18469.143,100369.835,138.902,54.596
USA,North America,United States,7/10/21,33964114,10017,19147.286,100399.446,29.611,56.6
USA,North America,United States,7/11/21,33975876,11762,20218.286,100434.215,34.769,59.766
USA,North America,United States,7/12/21,34005537,29661,23146.857,100521.894,87.679,68.423
USA,North America,United States,7/13/21,34032012,26475,23704.286,100600.155,78.261,70.071
USA,North America,United States,7/14/21,34063160,31148,25275.714,100692.23,92.075,74.716
USA,North America,United States,7/15/21,34095102,31942,26856.286,100786.652,94.422,79.388
USA,North America,United States,7/16/21,34173134,78032,31291,101017.318,230.666,92.498
USA,North America,United States,7/17/21,34187200,14066,31869.429,101058.898,41.58,94.207
USA,North America,United States,7/18/21,34207570,20370,33099.143,101119.112,60.215,97.843
USA,North America,United States,7/19/21,34256797,49227,35894.286,101264.63,145.517,106.105
USA,North America,United States,7/20/21,34296684,39887,37810.286,101382.537,117.908,111.769
USA,North America,United States,7/21/21,34344555,47871,40199.286,101524.046,141.509,118.831
USA,North America,United States,7/22/21,34400991,56436,43698.429,101690.874,166.827,129.175
USA,North America,United States,7/23/21,34521796,120805,49808.857,102047.979,357.105,147.237
USA,North America,United States,7/24/21,34551145,29349,51992.143,102134.736,86.757,153.691
USA,North America,United States,7/25/21,34579770,28625,53171.429,102219.352,84.617,157.177
USA,North America,United States,7/26/21,34658325,78555,57361.143,102451.564,232.212,169.562
USA,North America,United States,7/27/21,34723396,65071,60958.857,102643.917,192.353,180.197
USA,North America,United States,7/28/21,34796978,73582,64631.857,102861.429,217.512,191.055
USA,North America,United States,7/29/21,34869340,72362,66907,103075.334,213.905,197.78
USA,North America,United States,7/30/21,35060521,191181,76960.714,103640.474,565.14,227.499
USA,North America,United States,7/31/21,35105192,44671,79149.571,103772.523,132.049,233.97
USA,North America,United States,8/1/21,35150569,45377,81542.714,103906.66,134.136,241.044
USA,North America,United States,8/2/21,35258090,107521,85680.714,104224.497,317.837,253.276
USA,North America,United States,8/3/21,35356059,97969,90380.429,104514.098,289.601,267.169
USA,North America,United States,8/4/21,35458566,102507,94512.571,104817.113,303.015,279.383
USA,North America,United States,8/5/21,35568156,109590,99830.857,105141.066,323.953,295.104
USA,North America,United States,8/6/21,35820067,251911,108506.571,105885.726,744.66,320.75
USA,North America,United States,8/7/21,35883948,63881,111250.857,106074.561,188.835,328.863
USA,North America,United States,8/8/21,35919634,35686,109866.429,106180.051,105.489,324.77
USA,North America,United States,8/9/21,36078065,158431,117139.286,106648.38,468.329,346.269
USA,North America,United States,8/10/21,36196257,118192,120028.286,106997.761,349.381,354.809
USA,North America,United States,8/11/21,36350837,154580,127467.286,107454.706,456.945,376.799
USA,North America,United States,8/12/21,36494648,143811,132356,107879.818,425.112,391.25
USA,North America,United States,8/13/21,36721493,226845,128775.143,108550.382,670.564,380.665
USA,North America,United States,8/14/21,36795668,74175,130245.714,108769.646,219.265,385.012
USA,North America,United States,8/15/21,36843530,47862,131985.143,108911.129,141.482,390.154
USA,North America,United States,8/16/21,37036888,193358,136974.714,109482.703,571.575,404.903
USA,North America,United States,8/17/21,37188000,151112,141677.571,109929.397,446.694,418.805
USA,North America,United States,8/18/21,37355351,167351,143502,110424.094,494.697,424.198
USA,North America,United States,8/19/21,37510629,155278,145140.143,110883.103,459.009,429.041
USA,North America,United States,8/20/21,37749763,239134,146895.714,111589.994,706.891,434.23
USA,North America,United States,8/21/21,37843266,93503,149656.857,111866.393,276.399,442.392
USA,North America,United States,8/22/21,37888624,45358,149299.143,112000.473,134.08,441.335
USA,North America,United States,8/23/21,38094809,206185,151131.571,112609.965,609.492,446.752
USA,North America,United States,8/24/21,38250002,155193,151714.571,113068.723,458.757,448.475
USA,North America,United States,8/25/21,38429210,179208,153408.429,113598.47,529.747,453.482
USA,North America,United States,8/26/21,38612972,183762,157477.571,114141.679,543.209,465.511
USA,North America,United States,8/27/21,38851330,238358,157366.714,114846.275,704.597,465.183
USA,North America,United States,8/28/21,38931465,80135,155457,115083.158,236.883,459.538
USA,North America,United States,8/29/21,38984640,53175,156573.714,115240.346,157.188,462.839
USA,North America,United States,8/30/21,39212570,227930,159680.143,115914.117,673.771,472.022
USA,North America,United States,8/31/21,39392539,179969,163219.571,116446.114,531.996,482.484
USA,North America,United States,9/1/21,39583147,190608,164848.143,117009.559,563.446,487.299
USA,North America,United States,9/2/21,39762216,179069,164177.714,117538.895,529.336,485.317
USA,North America,United States,9/3/21,39997466,235250,163733.714,118234.305,695.41,484.004
USA,North America,United States,9/4/21,40084765,87299,164757.143,118492.365,258.06,487.03
USA,North America,United States,9/5/21,40149446,64681,166400.857,118683.565,191.2,491.888
USA,North America,United States,9/6/21,40239435,89989,146695,118949.576,266.012,433.637
USA,North America,United States,9/7/21,40449480,210045,150991.571,119570.479,620.902,446.338
USA,North America,United States,9/8/21,40627249,177769,149157.429,120095.972,525.493,440.916
USA,North America,United States,9/9/21,40793907,166658,147384.429,120588.62,492.649,435.675
USA,North America,United States,9/10/21,41035738,241831,148324.571,121303.484,714.863,438.454
USA,North America,United States,9/11/21,41126187,90449,148774.571,121570.855,267.371,439.784
USA,North America,United States,9/12/21,41175757,49570,146615.857,121717.386,146.531,433.403
USA,North America,United States,9/13/21,41383484,207727,163435.571,122331.436,614.05,483.123
USA,North America,United States,9/14/21,41529022,145538,154220.286,122761.653,430.217,455.882
USA,North America,United States,9/15/21,41702440,173418,153598.714,123274.285,512.631,454.045
USA,North America,United States,9/16/21,41861046,158606,152448.429,123743.131,468.846,450.644
USA,North America,United States,9/17/21,42071757,210711,148002.714,124366.002,622.871,437.503
USA,North America,United States,9/18/21,42148010,76253,145974.714,124591.41,225.407,431.508
USA,North America,United States,9/19/21,42194013,46003,145465.143,124727.396,135.987,430.001
USA,North America,United States,9/20/21,42363430,169417,139992.286,125228.201,500.804,413.823
USA,North America,United States,9/21/21,42485250,121820,136604,125588.306,360.105,403.808
USA,North America,United States,9/22/21,42616981,131731,130648.714,125977.709,389.403,386.203
USA,North America,United States,9/23/21,42746015,129034,126424.143,126359.139,381.43,373.715
USA,North America,United States,9/24/21,42920660,174645,121271.857,126875.398,516.258,358.485
USA,North America,United States,9/25/21,42982510,61850,119214.286,127058.229,182.831,352.403
USA,North America,United States,9/26/21,43038137,55627,120589.143,127222.665,164.436,356.467
USA,North America,United States,9/27/21,43192072,153935,118377.429,127677.704,455.039,349.929
USA,North America,United States,9/28/21,43305214,113142,117137.714,128012.157,334.453,346.264
USA,North America,United States,9/29/21,43427214,122000,115747.571,128372.794,360.637,342.155
USA,North America,United States,9/30/21,43537303,110089,113041.143,128698.222,325.428,334.155
USA,North America,United States,10/1/21,43692212,154909,110221.714,129156.14,457.918,325.82
USA,North America,United States,10/2/21,43741966,49754,108493.714,129303.215,147.075,320.712
USA,North America,United States,10/3/21,43788194,46228,107151,129439.867,136.652,316.743
USA,North America,United States,10/4/21,43928791,140597,105245.571,129855.478,415.611,311.111
USA,North America,United States,10/5/21,44024271,95480,102722.429,130137.721,282.243,303.652
USA,North America,United States,10/6/21,44137125,112854,101415.857,130471.323,333.601,299.79
USA,North America,United States,10/7/21,44238158,101033,100122.143,130769.981,298.658,295.966
USA,North America,United States,10/8/21,44368788,130630,96653.714,131156.129,386.148,285.713
USA,North America,United States,10/9/21,44409103,40315,95305.286,131275.302,119.173,281.727
USA,North America,United States,10/10/21,44450096,40993,94557.429,131396.479,121.177,279.516
USA,North America,United States,10/11/21,44542961,92865,87738.571,131670.992,274.513,259.359
USA,North America,United States,10/12/21,44653905,110944,89947.714,131998.948,327.955,265.889
USA,North America,United States,10/13/21,44762317,108412,89313.143,132319.418,320.471,264.014
USA,North America,United States,10/14/21,44848441,86124,87183.286,132574.005,254.586,257.718
USA,North America,United States,10/15/21,44957288,108847,84071.429,132895.761,321.757,248.519
USA,North America,United States,10/16/21,44998637,41349,84219.143,133017.991,122.23,248.956
USA,North America,United States,10/17/21,45031809,33172,83101.857,133116.049,98.058,245.653
USA,North America,United States,10/18/21,45128462,96653,83643,133401.759,285.711,247.252
USA,North America,United States,10/19/21,45211061,82599,79593.714,133645.926,244.166,235.283
USA,North America,United States,10/20/21,45303379,92318,77294.571,133918.822,272.896,228.486
USA,North America,United States,10/21/21,45380650,77271,76029.857,134147.239,228.417,224.748
USA,North America,United States,10/22/21,45476618,95968,74190,134430.924,283.686,219.309
USA,North America,United States,10/23/21,45510894,34276,73179.571,134532.246,101.321,216.322
USA,North America,United States,10/24/21,45531846,20952,71433.857,134594.181,61.935,211.162
USA,North America,United States,10/25/21,45641334,109488,73267.429,134917.832,323.651,216.582
USA,North America,United States,10/26/21,45708955,67621,71127.714,135117.723,199.891,210.257
USA,North America,United States,10/27/21,45811484,102529,72586.429,135420.803,303.08,214.569
USA,North America,United States,10/28/21,45886009,74525,72194.143,135641.102,220.299,213.409
USA,North America,United States,10/29/21,45980845,94836,72032.429,135921.442,280.339,212.931
USA,North America,United States,10/30/21,46017100,36255,72315.143,136028.613,107.171,213.767
USA,North America,United States,10/31/21,46051106,34006,74180,136129.137,100.523,219.279
USA,North America,United States,11/1/21,46160960,109854,74232.286,136453.87,324.733,219.434
USA,North America,United States,11/2/21,46230988,70028,74576.143,136660.876,207.006,220.45
USA,North America,United States,11/3/21,46317754,86766,72324.286,136917.36,256.484,213.794
USA,North America,United States,11/4/21,46398995,81241,73283.714,137157.512,240.152,216.63
USA,North America,United States,11/5/21,46496128,97133,73611.857,137444.642,287.13,217.6
USA,North America,United States,11/6/21,46533388,37260,73755.429,137554.784,110.142,218.024
USA,North America,United States,11/7/21,46572358,38970,74464.571,137669.981,115.197,220.121
USA,North America,United States,11/8/21,46679688,107330,74104,137987.253,317.272,219.055
USA,North America,United States,11/9/21,46759596,79908,75515.429,138223.465,236.212,223.227
USA,North America,United States,11/10/21,46854840,95244,76726.571,138505.01,281.546,226.807
USA,North America,United States,11/11/21,46912378,57538,73340.429,138675.095,170.085,216.798
USA,North America,United States,11/12/21,47056508,144130,80054.286,139101.15,426.055,236.644
USA,North America,United States,11/13/21,47102676,46168,81326.857,139237.625,136.475,240.406
USA,North America,United States,11/14/21,47136547,33871,80598.429,139337.749,100.124,238.253
USA,North America,United States,11/15/21,47267610,131063,83988.857,139725.177,387.428,248.275
USA,North America,United States,11/16/21,47355595,87985,85142.714,139985.265,260.088,251.686
USA,North America,United States,11/17/21,47468125,112530,87612.143,140317.908,332.644,258.985
USA,North America,United States,11/18/21,47576662,108537,94897.714,140638.749,320.84,280.522
USA,North America,United States,11/19/21,47702929,126267,92345.857,141011.999,373.251,272.978
USA,North America,United States,11/20/21,47750115,47186,92491.286,141151.483,139.484,273.408
USA,North America,United States,11/21/21,47791610,41495,93580.429,141274.145,122.661,276.628
USA,North America,United States,11/22/21,47932585,140975,94996.429,141690.873,416.728,280.814
USA,North America,United States,11/23/21,48024223,91638,95518.286,141961.759,270.886,282.356
USA,North America,United States,11/24/21,48135575,111352,95350,142290.92,329.162,281.859
USA,North America,United States,11/25/21,48172943,37368,85183,142401.382,110.461,251.805
USA,North America,United States,11/26/21,48227627,54684,74956.857,142563.03,161.648,221.576
USA,North America,United States,11/27/21,48256022,28395,72272.429,142646.967,83.937,213.641
USA,North America,United States,11/28/21,48301102,45080,72784.571,142780.226,133.259,215.154
USA,North America,United States,11/29/21,48486275,185173,79098.571,143327.605,547.38,233.819
USA,North America,United States,11/30/21,48603725,117450,82786,143674.793,347.187,244.719
USA,North America,United States,12/1/21,48740665,136940,86441.429,144079.594,404.801,255.525
USA,North America,United States,12/2/21,48878860,138195,100845.286,144488.104,408.511,298.103
USA,North America,United States,12/3/21,49036799,157939,115596,144954.979,466.875,341.707
USA,North America,United States,12/4/21,49104716,67917,121242,145155.745,200.766,358.397
USA,North America,United States,12/5/21,49161173,56457,122867.286,145322.634,166.889,363.201
USA,North America,United States,12/6/21,49336245,175072,121424.286,145840.155,517.521,358.936
USA,North America,United States,12/7/21,49448563,112318,120691.143,146172.172,332.017,356.768
USA,North America,United States,12/8/21,49597974,149411,122472.714,146613.838,441.666,362.035
USA,North America,United States,12/9/21,49721750,123776,120412.857,146979.725,365.887,355.946
USA,North America,United States,12/10/21,49879252,157502,120350.429,147445.308,465.583,355.761
USA,North America,United States,12/11/21,49936875,57623,118879.857,147615.644,170.336,351.414
USA,North America,United States,12/12/21,49990253,53378,118440,147773.432,157.788,350.114
USA,North America,United States,12/13/21,50173634,183381,119627,148315.514,542.082,353.623
USA,North America,United States,12/14/21,50286853,113219,119755.714,148650.195,334.68,354.003
USA,North America,United States,12/15/21,50432567,145714,119227.571,149080.932,430.737,352.442
USA,North America,United States,12/16/21,50574580,142013,121832.857,149500.729,419.797,360.143
USA,North America,United States,12/17/21,50767190,192610,126848.286,150070.093,569.364,374.969
USA,North America,United States,12/18/21,50848736,81546,130265.857,150311.146,241.054,385.072
USA,North America,United States,12/19/21,50939640,90904,135626.714,150579.862,268.716,400.919
USA,North America,United States,12/20/21,51180877,241237,143891.857,151292.97,713.107,425.351
USA,North America,United States,12/21/21,51363023,182146,153738.571,151831.402,538.432,454.458
USA,North America,United States,12/22/21,51611011,247988,168349.143,152564.465,733.064,497.648
USA,North America,United States,12/23/21,51885154,274143,187224.857,153374.844,810.379,553.445
USA,North America,United States,12/24/21,52133366,248212,195168,154108.57,733.726,576.925
USA,North America,United States,12/25/21,52221654,88288,196131.143,154369.553,260.983,579.772
USA,North America,United States,12/26/21,52405574,183920,209419.143,154913.229,543.676,619.052
USA,North America,United States,12/27/21,52911634,506060,247251,156409.165,1495.936,730.885
USA,North America,United States,12/28/21,53283736,372102,274387.571,157509.115,1099.95,811.102
USA,North America,United States,12/29/21,53795181,511445,312024.286,159020.97,1511.854,922.358
USA,North America,United States,12/30/21,54392659,597478,358215,160787.142,1766.172,1058.9
USA,North America,United States,12/31/21,54904592,511933,395889.429,162300.439,1513.297,1170.267
USA,North America,United States,1/1/22,55096724,192132,410724.286,162868.389,567.951,1214.119
USA,North America,United States,1/2/22,55393051,296327,426782.429,163744.345,875.956,1261.588
USA,North America,United States,1/3/22,56436325,1043274,503527.286,166828.31,3083.965,1488.449
USA,North America,United States,1/4/22,57264459,828134,568674.714,169276.311,2448.001,1681.028
USA,North America,United States,1/5/22,57940689,676230,592215.429,171275.278,1998.966,1750.615
USA,North America,United States,1/6/22,58784231,843542,627367.429,173768.826,2493.548,1854.526
USA,North America,United States,1/7/22,59663807,879576,679887.857,176368.892,2600.066,2009.779
USA,North America,United States,1/8/22,60071580,407773,710693.714,177574.287,1205.395,2100.843
USA,North America,United States,1/9/22,60564909,493329,738836.857,179032.59,1458.303,2184.035
USA,North America,United States,1/10/22,61920150,1355241,783403.571,183038.743,4006.153,2315.776
USA,North America,United States,1/11/22,62705403,785253,777277.714,185359.986,2321.243,2297.668
USA,North America,United States,1/12/22,63559872,854469,802740.429,187885.835,2525.849,2372.937
USA,North America,United States,1/13/22,64424026,864154,805685,190440.313,2554.478,2381.641
USA,North America,United States,1/14/22,65303753,879727,805706.571,193040.825,2600.513,2381.705
USA,North America,United States,1/15/22,65719863,416110,806897.571,194270.865,1230.04,2385.225
USA,North America,United States,1/16/22,66205966,486103,805865.286,195707.807,1436.942,2382.174
USA,North America,United States,1/17/22,66865330,659364,706454.286,197656.917,1949.11,2088.311
USA,North America,United States,1/18/22,67998089,1132759,756098,201005.403,3348.486,2235.06
USA,North America,United States,1/19/22,68908985,910896,764159,203698.053,2692.649,2258.888
USA,North America,United States,1/20/22,69638216,729231,744884.286,205853.693,2155.64,2201.911
USA,North America,United States,1/21/22,70465274,827058,737360.143,208298.513,2444.821,2179.67
USA,North America,United States,1/22/22,70773374,308100,721930.143,209209.271,910.757,2134.058
USA,North America,United States,1/23/22,71143439,370065,705353.286,210303.199,1093.929,2085.056
USA,North America,United States,1/24/22,72054001,910562,741238.714,212994.861,2691.662,2191.135
USA,North America,United States,1/25/22,72546391,492390,649757.429,214450.388,1455.527,1920.712
USA,North America,United States,1/26/22,73223959,677568,616424.857,216453.31,2002.921,1822.18
USA,North America,United States,1/27/22,73726903,502944,584098.143,217940.035,1486.725,1726.62
USA,North America,United States,1/28/22,74340014,613111,553534.286,219752.418,1812.384,1636.272
USA,North America,United States,1/29/22,74521644,181630,535467.143,220289.325,536.906,1582.865
USA,North America,United States,1/30/22,74722126,200482,511241,220881.959,592.634,1511.251
USA,North America,United States,1/31/22,75258695,536569,457813.429,222468.081,1586.122,1353.317
USA,North America,United States,2/1/22,75584984,326289,434084.714,223432.606,964.525,1283.174
USA,North America,United States,2/2/22,75912724,327740,384109.286,224401.42,968.814,1135.444
USA,North America,United States,2/3/22,76186007,273283,351300.571,225209.257,807.837,1038.46
USA,North America,United States,2/4/22,76541064,355057,314435.714,226258.821,1049.564,929.486
USA,North America,United States,2/5/22,76628998,87934,301050.571,226518.758,259.937,889.919
USA,North America,United States,2/6/22,76713758,84760,284518.857,226769.312,250.554,841.051
USA,North America,United States,2/7/22,77057161,343403,256923.714,227784.427,1015.115,759.478
USA,North America,United States,2/8/22,77270929,213768,240849.286,228416.335,631.908,711.961
USA,North America,United States,2/9/22,77458400,187471,220810.857,228970.507,554.173,652.727
USA,North America,United States,2/10/22,77628759,170359,206107.429,229474.096,503.589,609.263
USA,North America,United States,2/11/22,77837222,208463,185165.429,230090.322,616.226,547.357
USA,North America,United States,2/12/22,77889856,52634,180122.571,230245.911,155.588,532.45
USA,North America,United States,2/13/22,77948926,59070,176452.571,230420.524,174.614,521.602
USA,North America,United States,2/14/22,78116527,167601,151338,230915.96,495.436,447.362
USA,North America,United States,2/15/22,78227015,110488,136583.714,231242.568,326.607,403.748
USA,North America,United States,2/16/22,78340941,113926,126077.286,231579.338,336.77,372.69
USA,North America,United States,2/17/22,78441646,100705,116126.714,231877.027,297.689,343.276
USA,North America,United States,2/18/22,78585639,143993,106916.714,232302.677,425.65,316.051
USA,North America,United States,2/19/22,78617616,31977,103965.714,232397.202,94.525,307.327
USA,North America,United States,2/20/22,78641122,23506,98885.143,232466.687,69.485,292.309
USA,North America,United States,2/21/22,78721006,79884,86354.143,232702.827,236.141,255.267
USA,North America,United States,2/22/22,78810187,89181,83310.286,232966.451,263.623,246.269
USA,North America,United States,2/23/22,78894320,84133,79054.143,233215.151,248.701,233.688
USA,North America,United States,2/24/22,78960789,66469,74163.286,233411.637,196.485,219.23
USA,North America,United States,2/25/22,79034480,73691,64120.143,233629.471,217.834,189.542
USA,North America,United States,2/26/22,79082199,47719,66369,233770.53,141.06,196.19
USA,North America,United States,2/27/22,79100714,18515,65656,233825.261,54.731,194.082
USA,North America,United States,2/28/22,79197615,96901,68087,234111.705,286.444,201.268
USA,North America,United States,3/1/22,79244023,46408,61976.571,234248.889,137.184,183.206
USA,North America,United States,3/2/22,79297101,53078,57540.143,234405.79,156.901,170.091
USA,North America,United States,3/3/22,79345557,48456,54966.857,234549.028,143.238,162.484
USA,North America,United States,3/4/22,79396259,50702,51682.714,234698.906,149.877,152.776
USA,North America,United States,3/5/22,79411465,15206,47038,234743.855,44.95,139.046
USA,North America,United States,3/6/22,79424069,12604,46193.571,234781.113,37.258,136.55
USA,North America,United States,3/7/22,79485606,61537,41141.571,234963.019,181.906,121.616
USA,North America,United States,3/8/22,79515066,29460,38720.429,235050.104,87.085,114.459
USA,North America,United States,3/9/22,79552099,37033,36428.286,235159.576,109.471,107.684
USA,North America,United States,3/10/22,79597869,45770,36044.571,235294.874,135.298,106.549
USA,North America,United States,3/11/22,79646724,48855,35780.714,235439.291,144.418,105.769
USA,North America,United States,3/12/22,79657192,10468,35103.857,235470.235,30.944,103.769
USA,North America,United States,3/13/22,79668471,11279,34914.571,235503.577,33.341,103.209
